name,website,phone,address,emails_found
"Kelsey Green Harman, PA-C",https://www.novanthealth.org/pf/providers/1104375112?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1104375112,,"1995 Wellness Blvd Building B, Suite 110, Monroe, NC 28110, USA",
monroe psychiatry,https://monroepsychiatry.com/,,"1303 E Franklin St, Monroe, NC 28112, USA",
Novant Health Sleep Medicine - Monroe,https://www.novanthealth.org/locations/clinics/sleep-medicine-monroe/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-359,,"2000 Wellness Blvd STE 140, Monroe, NC 28110, USA",
"Uyioghosa Uwensuyi-Edosomwan, MD",https://www.novanthealth.org/pf/providers/1336728476?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1336728476,,"1995 Wellness Blvd Building B, Suite 110, Monroe, NC 28110, USA",
Novant Health Rowan Family Physicians,https://www.novanthealth.org/locations/clinics/rowan-family-physicians/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-341,,"650 Julian Rd, Salisbury, NC 28147, USA",
Novant Health Primary Care Salisbury,https://www.novanthealth.org/locations/clinics/primary-care-salisbury/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-297,,"1904 Jake Alexander Blvd W # 301, Salisbury, NC 28147, USA",
Novant Health Milestone Family Medicine,https://www.novanthealth.org/locations/clinics/milestone-family-medicine/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-184,,"825 W Henderson St, Salisbury, NC 28144, USA",
"Ronnie Barrier, MD",https://www.novanthealth.org/pf/providers/1972504736?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1972504736,,"650 Julian Rd, Salisbury, NC 28147, USA",
"Benjamin Ott, MD",https://www.novanthealth.org/pf/providers/1093716797?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1093716797,,"650 Julian Rd, Salisbury, NC 28147, USA",
Novant Health Orthopedics & Sports Medicine - Salisbury Main,https://www.novanthealth.org/locations/clinics/orthopedics-sports-medicine-salisbury/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-243,,"810 Mitchell Ave, Salisbury, NC 28144, USA",
Novant Health Salisbury Medical,https://www.novanthealth.org/locations/clinics/salisbury-medical/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-347,,"201 Woodson St, Salisbury, NC 28144, USA",
Novant Health Rowan Medical Center,https://www.novanthealth.org/locations/medical-centers/rowan-medical-center/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MC-12,,"612 Mocksville Ave, Salisbury, NC 28144, USA",
"Dr. Cecil M Farrington, MD",https://www.novanthealth.org/home/patients--visitors/our-doctors/find-a-doctor/npi/1114913134/cecil-m.-farrington.aspx?utm_source=maps.google.com&utm_medium=social&utm_campaign=gmb&utm_content=1114913134&ecid=gmbpro1114913134,,"860 Jake Alexander Blvd W, Salisbury, NC 28147, USA",
Novant Health Fulton Heights Family Medicine,https://www.novanthealth.org/locations/clinics/fulton-heights-family-medicine/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-093,,"530 Corporate Cir Suite 200, Salisbury, NC 28147, USA",
Bream Medical - Salisbury,https://breammedical.com/,,"721 Grove St, Salisbury, NC 28144, USA",info@BreamMedical.com
"Acquawon Stallworth, MD",https://www.novanthealth.org/pf/providers/1336135623?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1336135623,,"1904 Jake Alexander Blvd W # 301, Salisbury, NC 28147, USA",
"Desiree Johnson, MD",https://www.novanthealth.org/pf/providers/1013903202?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1013903202,,"201 Woodson St, Salisbury, NC 28144, USA",
"Rowan Diagnostic Clinic, PA",https://rowandiagnostic.com/,,"611 Mocksville Ave, Salisbury, NC 28144, USA",
"Dr. Sharon M. Brown, MD",https://www.novanthealth.org/pf/providers/1508123860?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1508123860,,"650 Julian Rd, Salisbury, NC 28147, USA",
Novant Health Carolina Women's Health Associates - Salisbury,https://www.novanthealth.org/locations/clinics/carolina-womens-health-associates-salisbury/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-054,,"911 W Henderson St # 300, Salisbury, NC 28144, USA",
"Dr. Susan M. Egbe, MD",https://www.novanthealth.org/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1649564949,,"1904 Jake Alexander Blvd W #303, Salisbury, NC 28147, USA",
"Bethany South, MD",https://www.novanthealth.org/pf/providers/1255382867?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1255382867,,"650 Julian Rd, Salisbury, NC 28147, USA",
"Tiffany Algarin, DO",https://www.novanthealth.org/pf/providers/1952565681?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1952565681,,"825 W Henderson St, Salisbury, NC 28144, USA",
Novant Health Salisbury Surgical Associates,https://www.novanthealth.org/locations/clinics/surgical-associates-salisbury/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-348,,"911 W Henderson St Suite 410, Salisbury, NC 28144, USA",
Piedmont Family Medicine: Dr Chet Amin,https://www.piedmontfm.com/,,"1401 W Innes St, Salisbury, NC 28144, USA",frontdesk@piedmontfm.com
Piedmont Interventional Pain Care,https://piedmontpaincare.com/,,"320 Jake Alexander Blvd W #103, Salisbury, NC 28147, USA",
FastMed Urgent Care,https://www.fastmed.com/urgent-care-centers/salisbury-nc-walk-in-clinic,,"1361 Klumac Rd, Salisbury, NC 28147, USA",
"Dr. Chetan N. Amin, DO",https://www.novanthealth.org/pf/providers/1104892249/chetan-amin,,"1401 W Innes St, Salisbury, NC 28144, USA",
"Yatawara Gynecology, Wellness, and Aesthetics",http://www.yatawaramd.com/,,"415 Statesville Blvd, Salisbury, NC 28144, USA",
"David Bearss, MD",https://www.novanthealth.org/pf/providers/1063408235?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1063408235,,"825 W Henderson St, Salisbury, NC 28144, USA",
"Robert Moulton, MD",https://www.novanthealth.org/pf/providers/1720642929?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1720642929,,"530 Corporate Cir Suite 200, Salisbury, NC 28147, USA",
Novant Health Heart & Vascular Institute - Salisbury,https://www.novanthealth.org/locations/clinics/heart-vascular-institute-salisbury/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-125,,"401 Mocksville Ave 2nd floor, Salisbury, NC 28144, USA",
Salisbury Pediatric Associates,http://www.salisburypediatrics.com/,,"129 Woodson St, Salisbury, NC 28144, USA",
Eye Associates Of Rowan,http://www.rowaneye.com/,,"800 W Cemetery St, Salisbury, NC 28144, USA",
"Dr. Lester G. Brown, MD",https://www.novanthealth.org/pf/providers/1164418331/lester-brown,,"401 Mocksville Ave, Salisbury, NC 28144, USA",
Novant Health Granite Quarry Internal Medicine & Pediatrics,https://www.novanthealth.org/granitequarryinternalmedpediatrics?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-111,,"111 N Salisbury Ave, Granite Quarry, NC 28146, USA",
"Charlotte Eye Ear Nose & Throat Associates, P.A.- Salisbury",https://www.ceenta.com/locations/salisbury?utm_source=google&utm_medium=organic&utm_campaign=googlebusinessprofile,,"530 Corporate Cir, Salisbury, NC 28147, USA",
Novant Health Salisbury Urology,https://www.novanthealth.org/locations/clinics/salisbury-urology/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-349,,"911 W Henderson St Suite 110, Salisbury, NC 28144, USA",
"Novant Health Pinnacle Ear, Nose, Throat & Allergy - Salisbury",https://www.novanthealth.org/locations/clinics/pinnacle-enta-salisbury/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-288,,"330 Jake Alexander Blvd W #101a, Salisbury, NC 28147, USA",
ProMed Healthcare,http://www.promedhealthnc.com/,,"812 W Innes St, Salisbury, NC 28144, USA",
"Jeffrey Zeckser, MD",https://www.novanthealth.org/pf/providers/1750693065?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1750693065,,"1910 Jake Alexander Blvd W Suite 202, Salisbury, NC 28144, USA",
Rowan Health and Wellness,http://rowanhealthwellness.com/,,"417 N Main St Suite F, Salisbury, NC 28144, USA",
Novant Health Orthopedics & Sports Medicine - Manning Park,https://www.novanthealth.org/locations/clinics/orthopedics-sports-medicine-manning-park/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-237,,"1910 Jake Alexander Blvd W #202, Salisbury, NC 28144, USA",
"Aerik Williams, MD",https://www.allergypartners.com/providers/aerik-williams-m-d-/,,"420 Mocksville Ave, Salisbury, NC 28144, USA",
Novant Health Infectious Disease Specialists - Rowan,https://www.novanthealth.org/locations/clinics/infectious-disease-specialists-rowan/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-143,,"911 W Henderson St #120, Salisbury, NC 28144, USA",
Trinity Medical Care,https://trinitymedicalcare.wixsite.com/familypractice,,"1509 E Innes St suite b, Salisbury, NC 28146, USA",
"Thomas Ginn, MD",https://www.novanthealth.org/pf/providers/1215954052?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1215954052,,"810 Mitchell Ave, Salisbury, NC 28144, USA",
"Piedmont Neurosurgery & Spine - Ranjan Roy, MD",http://piedmontneurosurgeryandspine.com/,,"330 Jake Alexander Blvd W #104, Salisbury, NC 28147, USA",
Novant Health,http://www.novanthealth.org/,,"1035 Lincolnton Rd, Salisbury, NC 28144, USA",
Carolina Energetics PC - Suboxone & Subutex Clinic,https://carolinaenergetics.com/,,"310 Mocksville Ave, Salisbury, NC 28144, USA",Carolinaenergeticspcsite@gmail.com
"Dr. James D. Cusack, DPM at Salisbury Foot & Ankle Center",https://www.novanthealth.org/pf/providers/1740267699/james-cusack,,"217 Mocksville Ave, Salisbury, NC 28144, USA",
Carolina Pain and Weight Loss,https://carolinapainandweight.com/our-offices/salisbury-office/,,"440 Jake Alexander Blvd W, Salisbury, NC 28147, USA",
"Dr. Kiran K. Jagarlamudi, MD",http://www.rowandiagnostic.com/,,"1809 Brenner Ave #102, Salisbury, NC 28144, USA",
CCHC New Bern Family Practice,http://www.cchchealthcare.com/,,"1040 Medical Park Ave, New Bern, NC 28560, USA",
Goshen Medical Center New Bern,https://goshenmedical.org/locations/new-bern/,,"4007 Dr. M.L.K. Jr Blvd, New Bern, NC 28562, USA",gmc-corporate@goshenmed.com
CarolinaEast Medical Center,https://www.carolinaeasthealth.com/?utm_source=GMB&utm_medium=organic,,"2000 Neuse Blvd, New Bern, NC 28560, USA",
Eastern Carolina Women's Center,http://easterncarolinawomens.com/,,"801 McCarthy Blvd, New Bern, NC 28562, USA",
Plastic Surgery North Carolina: Dr. Zannis,https://www.zannisplasticsurgery.com/,,"2098 Mayhew Dr Suite B, New Bern, NC 28560, USA",info@zannisplasticsurgery.com
Med First Primary & Urgent Care - New Bern,https://www.thinkmedfirst.com/new-bern/,,"2002 S Glenburnie Rd Suite 100, New Bern, NC 28562, USA",
CarolinaEast Pediatrics,http://www.carolinaeastpediatrics.com/,,"2636 Dr. M.L.K. Jr Blvd, New Bern, NC 28562, USA",
Med First Primary & Urgent Care - James City,https://www.thinkmedfirst.com/med-first-of-james-city/,,"2020 Waterscape Wy, New Bern, NC 28562, USA",
Coastal Carolina Health Care,https://www.cchchealthcare.com/,,"702 Newman Rd, New Bern, NC 28562, USA",
Carolina East Internal Medicine Primary Care Main Office,https://www.carolinaeasthealth.com/locations/carolinaeast-internal-medicine-new-bern/,,"2636 Dr. M.L.K. Jr Blvd, New Bern, NC 28562, USA",
CCHC Heart and Vascular Specialists,http://www.cchealthcare.com/,,"1000 Medical Park Ave, New Bern, NC 28562, USA",
The Taylor Retina Center of New Bern,http://www.taylorretinacenter.com/,,"3322 Wellons Blvd, New Bern, NC 28562, USA",
"CarolinaEast Ear, Nose & Throat - New Bern",http://carolinaeasthealth.com/,,"3110 Wellons Blvd, New Bern, NC 28562, USA",
"Patricia T. Guilford, DO",https://www.cchchealthcare.com/provider/patricia-t-guilford-do/,,"730 Newman Rd, New Bern, NC 28562, USA",
"Samuel J. Dail, MD",https://www.cchchealthcare.com/portfolio-item/provider-dail-samuel-j-md/,,"1040 Medical Park Ave, New Bern, NC 28562, USA",
New Bern Family Eye Care,https://visionsource-newbernfamilyeyecare.com/,,"2805 Village Way, New Bern, NC 28562, USA",newbern@familyeyecarenc.com
CarolinaEast Hematology/Oncology Associates,http://www.carolinaeasthealth.com/,,"1300 Health Dr, New Bern, NC 28560, USA",
Southern gastro associates,https://www.cchchealthcare.com/portfolio-item/cchc-southern-gastroenterology-associates-new-bern/,,"3100 Wellons Blvd, New Bern, NC 28562, USA",
"Brittany T. Grady, DO",https://www.cchchealthcare.com/portfolio-item/provider-grady-brittany-t-do/,,"1040 Medical Park Ave, New Bern, NC 28562, USA",
"Paul Greenlaw, MD",http://www.greenlawhipandknee.com/location.html,,"738 Newman Rd, New Bern, NC 28562, USA",
Kamlyn Jones,https://www.cchchealthcare.com/portfolio-item/provider-jones-kamlyn-g-md/,,"670 Cardinal Rd, New Bern, NC 28562, USA",
"Aegean Medical New Bern, NC",http://www.aegeanmedical.com/,,"2111 Neuse Blvd Suite J, New Bern, NC 28560, USA",
WakeMed Primary Care - Holly Springs,https://www.wakemed.org/location/primary-care-holly-springs,,"101 Cotten Ln Suite 2, Holly Springs, NC 27540, USA",
Avance Care Holly Springs,https://www.avancecare.com/locations/holly-springs-nc/,,"1004 Werrington Dr Suite 200, Holly Springs, NC 27540, USA",
Holly Springs Direct Primary Care,https://hollyspringsdpc.com/,,"1100 Holly Springs Rd Ste 203, Holly Springs, NC 27540, USA",info@hollyspringsdpc.com
Dr. Matthew Payne,https://www.wakemed.org/holly-springs-primary-care,,"101 Cotten Ln, Holly Springs, NC 27540, USA",
Triangle Family Medicine,http://www.trianglefamilymedicine.com/,,"5233 Sunset Lake Rd, Holly Springs, NC 27540, USA",
UNC Family Medicine & Pediatrics at Holly Springs,https://www.unchealth.org/care-services/locations/unc-family-medicine-and-pediatrics-at-holly-springs-rex-healthcare-of-holly-springs,,"781 Avent Ferry Rd #310, Holly Springs, NC 27540, USA",
UNC Health Family Medicine at North Holly Springs,https://www.unchealth.org/care-services/locations/unc-health-family-medicine-at-north-holly-springs-rosewood-professional-building,,"141 Rosewood Centre Dr Suite 125, Holly Springs, NC 27540, USA",
Duke Primary Care Holly Springs Family Medicine,https://www.dukehealth.org/locations/duke-primary-care-holly-springs-family-medicine?utm_source=google&utm_medium=local&utm_campaign=evergreen,,"401 Irving Pkwy #210, Holly Springs, NC 27540, USA",
"Scott Bartkoski, MD",https://www.wakemed.org/provider/scott-bartkoski-md-primary-care,,"101 Cotten Ln Suite 2, Holly Springs, NC 27540, USA",
Raleigh Orthopaedic Clinic: Holly Springs Office,https://www.raleighortho.com/locations/holly-springs/?utm_source=gbp&utm_medium=organic&utm_campaign=GBP&utm_id=ROCHS,,"781 Avent Ferry Rd #110, Holly Springs, NC 27540, USA",
Holly Springs Eye Associates,http://www.hollyspringseye.com/,,"608 Holly Springs Rd, Holly Springs, NC 27540, USA",
"Dr. Nicole P. Bullock, M.D.",https://www.caryortho.com/?utm_source=GMBSocialClimb&utm_medium=Dr.NicoleP.Bullock%2CM.D.,,"851 S Main St, Holly Springs, NC 27540, USA",abuse@constantcontact.com
Tricity Family Medicine & Urgent Care Clinic,http://www.tricityfamily.com/,,"107 Hyannis Dr, Holly Springs, NC 27540, USA",tricityfamilymedicine@myupdox.com
"Christopher Sothoron Byrd, MD",https://www.unchealth.org/care-services/doctors/b/christopher-sothoron-byrd-md,,"781 Avent Ferry Rd #310, Holly Springs, NC 27540, USA",
Duke Health Holly Springs,https://www.dukehealth.org/locations/duke-health-holly-springs?utm_source=google&utm_medium=local&utm_campaign=evergreen,,"401 Irving Pkwy, Holly Springs, NC 27540, USA",
Peak Health Primary Care,https://peakhealthprimarycare.com/,,"354 Raleigh St B, Holly Springs, NC 27540, USA",
Duke Primary Care Pediatrics at Holly Springs,https://www.dukehealth.org/locations/duke-primary-care-holly-springs-pediatrics?utm_source=google&utm_medium=local&utm_campaign=evergreen,,"401 Irving Pkwy #230, Holly Springs, NC 27540, USA",
Forefront Dermatology Holly Springs,https://forefrontdermatology.com/location/holly-springs-nc-27540/?y_source=1_NDY5OTQyMTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,"242 S Main St Suite 212, Holly Springs, NC 27540, USA",
Starlight Pediatrics,http://www.starlightpeds.com/,,"500 Holly Springs Rd Ste 101, Holly Springs, NC 27540, USA",
Carolina Family Vision,https://www.carolinafamilyvision.com/?y_source=1_MTAwMzI1NTU5Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,"504 Village Walk Dr, Holly Springs, NC 27540, USA",
Neighborhood Clinic/Urgent Care,https://www.neighborhoodclinicnc.com/,,"9764 Holly Springs Rd, Apex, NC 27539, USA",
Duke Urgent Care Holly Springs,https://www.dukehealth.org/locations/duke-urgent-care-holly-springs?utm_source=google&utm_medium=local&utm_campaign=evergreen,,"401 Irving Pkwy #130, Holly Springs, NC 27540, USA",
"Harrison Grunwald, DO",https://www.dukehealth.org/find-doctors-physicians/harrison-grunwald-do?utm_source=google&utm_medium=local&utm_campaign=evergreen,,"401 Irving Pkwy Suite 210, Holly Springs, NC 27540, USA",
Raleigh Orthopaedic Holly Springs Urgent Care,https://www.raleighortho.com/locations/holly-springs/,,"781 Avent Ferry Rd #110, Holly Springs, NC 27540, USA",
"Dr. Mark A. Curzan, M.D.",https://www.caryortho.com/orthopaedic-doctors/mark-a-curzan-md/?utm_source=GMBSocialClimb&utm_medium=Dr.MarkA.Curzan%2CM.D.,,"851 S Main St, Holly Springs, NC 27540, USA",
"Dr. Jeremy J. Miles, M.D.",https://www.caryortho.com/orthopaedic-doctors/jeremy-j-miles-md/?utm_source=GMBSocialClimb&utm_medium=Dr.JeremyJ.Miles%2CM.D.,,"851 S Main St, Holly Springs, NC 27540, USA",
"Dr. Sameer Mathur, M.D.",https://www.mathurspinesurgery.com/,,"600-A Village Walk Dr, Holly Springs, NC 27540, USA",
"Jennifer L. Beard, PA-C",https://www.unchealth.org/care-services/doctors/b/jennifer-l-beard-pa-c,,"141 Rosewood Centre Dr Suite 125, Holly Springs, NC 27540, USA",
